BIN,HOUSE_NUMBER,STREET_NAME,ZIP,COMM_DISTRICT,BOROUGH,HPD_VIOLATIONS,DOB_VIOLATIONS,TOTAL_VIOLATIONS,DWELLING_UNITS,VIO_UNITS_RATIO,LATITUDE_POINT_Y,LONGITUDE_POINT_X
3103769,500,EAST   51 STREET,11203,317,Brooklyn,26,0,26,4,6.5,40.6493606567383,-73.9293975830078
3103818,462,EAST   52 STREET,11203,317,Brooklyn,34,0,34,6,5.666666,40.6493492126465,-73.9284591674805
3103923,416,EAST   54 STREET,11203,317,Brooklyn,25,0,25,3,8.333333,40.6486015319824,-73.9263916015625
3104351,1067,UTICA AVENUE,11203,317,Brooklyn,34,1,35,3,11.666666,40.646858215332,-73.9294967651367
3105118,632,EAST   96 STREET,11236,317,Brooklyn,59,3,62,6,10.333333,40.6531105041504,-73.9130020141602
3105120,638,EAST   96 STREET,11236,317,Brooklyn,19,0,19,6,3.166666,40.6529884338379,-73.9128723144531
3105121,642,EAST   96 STREET,11236,317,Brooklyn,33,0,33,6,5.5,40.6529388427734,-73.9128036499023
3105180,659,ROCKAWAY PARKWAY,11236,317,Brooklyn,68,0,68,3,22.666666,40.6534004211426,-73.911018371582
3105450,607,EAST   53 STREET,11203,317,Brooklyn,9,0,9,3,3.0,40.6447906494141,-73.9264221191406
3105893,5300,CLARENDON ROAD,11203,317,Brooklyn,61,0,61,8,7.625,40.6443481445313,-73.9264526367188
3106170,4902,AVENUE D,11203,317,Brooklyn,58,0,58,14,4.142857,40.6418418884277,-73.9301528930664
3106651,348,MAPLE STREET,11225,309,Brooklyn,110,0,110,36,3.055555,40.6607208251953,-73.9488906860352
3106770,545,BROOKLYN AVENUE,11225,309,Brooklyn,20,0,20,5,4.0,40.6610412597656,-73.9451370239258
3106807,562,MAPLE STREET,11203,309,Brooklyn,95,0,95,6,15.833333,40.6611404418945,-73.9420318603516
3106809,568,MAPLE STREET,11203,309,Brooklyn,36,0,36,6,6.0,40.6611595153809,-73.9418487548828
3106816,590,MAPLE STREET,11203,309,Brooklyn,49,1,50,6,8.333333,40.661190032959,-73.9412231445313
3106820,602,MAPLE STREET,11203,309,Brooklyn,18,0,18,6,3.0,40.6612205505371,-73.9408569335938
3106827,552,ALBANY AVENUE,11203,309,Brooklyn,53,0,53,6,8.833333,40.6612205505371,-73.9401779174805
3106990,470,MIDWOOD STREET,11225,309,Brooklyn,25,0,25,3,8.333333,40.6602516174316,-73.9449081420898
3107233,646,RUTLAND ROAD,11203,309,Brooklyn,136,1,137,62,2.209677,40.6599006652832,-73.9389724731445
3107496,697,WINTHROP STREET,11203,309,Brooklyn,19,0,19,3,6.333333,40.658130645752,-73.9375534057617
3108043,259,EAST   46 STREET,11203,317,Brooklyn,23,0,23,6,3.833333,40.6556510925293,-73.9344177246094
3108052,1361,NOSTRAND AVENUE,11226,317,Brooklyn,27,0,27,6,4.5,40.6534004211426,-73.9494323730469
3108054,1363,NOSTRAND AVENUE,11226,317,Brooklyn,35,0,35,6,5.833333,40.6535415649414,-73.9495162963867
3108082,261,LINDEN BOULEVARD,11226,317,Brooklyn,22,1,23,6,3.833333,40.6529808044434,-73.9492492675781
3108484,651,LINDEN BOULEVARD,11203,317,Brooklyn,12,0,12,3,4.0,40.6538505554199,-73.9343566894531
3108628,212,EAST   34 STREET,11203,317,Brooklyn,19,0,19,6,3.166666,40.6518402099609,-73.9460830688477
3108655,362,LINDEN BOULEVARD,11203,317,Brooklyn,162,0,162,42,3.857142,40.6525611877441,-73.9455871582031
3108694,189,EAST 34 STREET,11203,317,Brooklyn,151,0,151,70,2.157142,40.6521110534668,-73.9455337524414
3109912,454,EAST   46 STREET,11203,317,Brooklyn,13,0,13,4,3.25,40.6505699157715,-73.9344482421875
3109928,447,EAST   45 STREET,11203,317,Brooklyn,46,0,46,6,7.666666,40.6507606506348,-73.9348373413086
3109929,439,EAST   45 STREET,11203,317,Brooklyn,30,0,30,6,5.0,40.6508712768555,-73.9348373413086
3110155,388,EAST   34 STREET,11203,317,Brooklyn,19,0,19,6,3.166666,40.6474304199219,-73.9456176757813
3110190,329,EAST 34 STREET,11203,317,Brooklyn,42,0,42,6,7.0,40.6487503051758,-73.9452133178711
3110414,1633,NOSTRAND AVENUE,11226,317,Brooklyn,60,0,60,6,10.0,40.6462211608887,-73.9487686157227
3110690,3012,CORTELYOU ROAD,11226,317,Brooklyn,33,0,33,3,11.0,40.6442489624023,-73.9484024047852
3111275,370,EAST   31 STREET,11226,317,Brooklyn,73,0,73,36,2.027777,40.6414604187012,-73.947883605957
3111282,1825,NOSTRAND AVENUE,11226,317,Brooklyn,25,0,25,6,4.166666,40.6414108276367,-73.9482421875
3111299,1771,NOSTRAND AVENUE,11226,317,Brooklyn,46,0,46,4,11.5,40.6426086425781,-73.948371887207
3111328,382,EAST   32 STREET,11226,317,Brooklyn,66,0,66,16,4.125,40.6413497924805,-73.9469299316406
3112924,1354,TROY AVENUE,11203,317,Brooklyn,19,0,19,3,6.333333,40.6395797729492,-73.935173034668
3113401,666,EAST   43 STREET,11203,317,Brooklyn,14,0,14,4,3.5,40.6389694213867,-73.9360961914063
3114131,768,EAST 35 STREET,11210,317,Brooklyn,24,0,24,3,8.0,40.6360092163086,-73.9434432983398
3114569,524,FLATBUSH AVENUE,11225,309,Brooklyn,48,0,48,16,3.0,40.6612892150879,-73.9615631103516
3114992,483,ROGERS AVENUE,11225,309,Brooklyn,61,5,66,6,11.0,40.6603889465332,-73.9531707763672
3115281,619,FLATBUSH AVENUE,11225,309,Brooklyn,33,0,33,9,3.666666,40.6582183837891,-73.9601211547852
3115285,607,FLATBUSH AVENUE,11225,309,Brooklyn,73,3,76,8,9.5,40.6585807800293,-73.9601669311523
3115286,599,FLATBUSH AVENUE,11225,309,Brooklyn,49,3,52,11,4.727272,40.6586685180664,-73.9601669311523
3115442,545,ROGERS AVENUE,11225,309,Brooklyn,19,0,19,5,3.8,40.6586990356445,-73.9530334472656
3115482,315,FENIMORE STREET,11225,309,Brooklyn,72,22,94,24,3.916666,40.6588096618652,-73.9520568847656
3115656,22,HAWTHORNE STREET,11225,309,Brooklyn,39,5,44,10,4.4,40.6570701599121,-73.9594192504883
3115710,594,ROGERS AVENUE,11225,309,Brooklyn,94,0,94,7,13.428571,40.6571807861328,-73.953483581543
3115811,56,WINTHROP STREET,11225,309,Brooklyn,33,0,33,9,3.666666,40.6563491821289,-73.9582672119141
3115997,2015,BEDFORD AVENUE,11226,309,Brooklyn,26,0,26,8,3.25,40.6555595397949,-73.9561386108398
3116066,293,CLARKSON AVENUE,11226,309,Brooklyn,18,0,18,6,3.0,40.6556205749512,-73.9502716064453
3116120,1713,CATON AVENUE,11226,314,Brooklyn,75,4,79,24,3.291666,40.6513481140137,-73.9643020629883
3116211,73,LENOX ROAD,11226,314,Brooklyn,212,1,213,81,2.629629,40.6540908813477,-73.95703125
3116213,49,LENOX ROAD,11226,314,Brooklyn,119,10,129,60,2.15,40.6540489196777,-73.957763671875
3116216,33,LENOX ROAD,11226,314,Brooklyn,29,0,29,9,3.222222,40.6540107727051,-73.958381652832
3116228,140,CLARKSON AVENUE,11226,317,Brooklyn,152,1,153,59,2.59322,40.6547698974609,-73.9549331665039
3116237,198,CLARKSON AVENUE,11226,317,Brooklyn,43,0,43,6,7.166666,40.6549987792969,-73.9533386230469
3116368,10,EAST 12 STREET,11218,314,Brooklyn,66,0,66,21,3.142857,40.6489105224609,-73.9690093994141
3116556,156,EAST   21 STREET,11226,314,Brooklyn,157,6,163,38,4.289473,40.6504516601563,-73.9602737426758
3116645,130,LENOX ROAD,11226,317,Brooklyn,157,0,157,59,2.661016,40.6535186767578,-73.9549789428711
3116664,743,ROGERS AVENUE,11226,317,Brooklyn,44,0,44,6,7.333333,40.6530494689941,-73.9523315429688
3116715,2148,BEDFORD AVENUE,11226,314,Brooklyn,170,0,170,46,3.695652,40.6516304016113,-73.9561920166016
3116810,180,LINDEN BOULEVARD,11226,317,Brooklyn,86,0,86,36,2.388888,40.6521797180176,-73.9518814086914
3116819,234,LINDEN BOULEVARD,11226,317,Brooklyn,88,0,88,12,7.333333,40.6522789001465,-73.9503326416016
3116823,1398,NOSTRAND AVENUE,11226,317,Brooklyn,19,0,19,4,4.75,40.6523704528809,-73.9499282836914
3116888,96,MARTENSE STREET,11226,317,Brooklyn,31,0,31,6,5.166666,40.6512603759766,-73.9556274414063
3116928,2533,CHURCH AVENUE,11226,317,Brooklyn,32,0,32,8,4.0,40.6508903503418,-73.9536972045898
3117104,91,EAST   18 STREET,11226,314,Brooklyn,57,0,57,16,3.5625,40.6490898132324,-73.9626693725586
3117262,2728,CHURCH AVENUE,11226,317,Brooklyn,30,0,30,10,3.0,40.6504707336426,-73.9514770507813
3117284,135,ERASMUS STREET,11226,317,Brooklyn,27,0,27,8,3.375,40.6499290466309,-73.951171875
3117592,120,EAST 19 STREET,11226,314,Brooklyn,105,0,105,43,2.44186,40.6463584899902,-73.9618377685547
3117664,2107,BEVERLY ROAD,11226,314,Brooklyn,65,0,65,17,3.823529,40.6452598571777,-73.9586334228516
3117668,363,EAST 21 STREET,11226,314,Brooklyn,25,0,25,8,3.125,40.6455192565918,-73.9587631225586
3117701,2,OAKLAND PLACE,11226,317,Brooklyn,127,0,127,33,3.848484,40.6476707458496,-73.9551467895508
3117757,2297,BEDFORD AVENUE,11226,317,Brooklyn,8,3,11,3,3.666666,40.6476593017578,-73.9554595947266
3117781,2501,TILDEN AVENUE,11226,317,Brooklyn,54,1,55,3,18.333333,40.6469192504883,-73.9540100097656
3117841,2913,TILDEN AVENUE,11226,317,Brooklyn,143,0,143,55,2.6,40.6470985412598,-73.9494934082031
3117904,2409,BEVERLY ROAD,11226,317,Brooklyn,13,9,22,3,7.333333,40.6450500488281,-73.9543075561523
3118208,705,CONEY ISLAND AVENUE,11218,314,Brooklyn,39,0,39,6,6.5,40.6403388977051,-73.9687271118164
3118506,1802,BEVERLY ROAD,11226,314,Brooklyn,73,3,76,25,3.04,40.6443786621094,-73.9619216918945
3118659,380,EAST 14 STREET,11226,314,Brooklyn,24,3,27,6,4.5,40.6404914855957,-73.9653778076172
3118798,810,OCEAN AVENUE,11226,314,Brooklyn,39,0,39,13,3.0,40.6427116394043,-73.9599914550781
3118806,339,EAST 19 STREET,11226,314,Brooklyn,146,0,146,35,4.171428,40.6418190002441,-73.960319519043
3119021,2415,CLARENDON ROAD,11226,317,Brooklyn,83,7,90,5,18.0,40.6431617736816,-73.9539413452148
3119024,2409,CLARENDON ROAD,11226,317,Brooklyn,11,0,11,3,3.666666,40.6431503295898,-73.9541473388672
3119171,1049,ROGERS AVENUE,11226,317,Brooklyn,38,0,38,6,6.333333,40.6444892883301,-73.9514999389648
3119238,2902,CORTELYOU ROAD,11226,317,Brooklyn,106,0,106,50,2.12,40.6441993713379,-73.9495162963867
3119524,557,EAST 21ST STREET,11226,314,Brooklyn,139,2,141,58,2.431034,40.6404991149902,-73.9578323364258
3119599,1154,FLATBUSH AVENUE,11226,314,Brooklyn,59,0,59,4,14.75,40.6419982910156,-73.95751953125
3119672,2502,BEDFORD AVENUE,11226,314,Brooklyn,78,4,82,24,3.416666,40.642391204834,-73.9547882080078
3119691,2303,AVENUE D,11226,314,Brooklyn,27,2,29,8,3.625,40.6407318115234,-73.9550933837891
3119746,2575,BEDFORD AVENUE,11226,317,Brooklyn,54,0,54,3,18.0,40.640739440918,-73.9539794921875
3119907,305,EAST 26 STREET,11226,317,Brooklyn,14,0,14,4,3.5,40.6427803039551,-73.9523086547852
3119952,1139,ROGERS AVENUE,11226,317,Brooklyn,24,0,24,3,8.0,40.6421012878418,-73.9512329101563
3120017,2910,CLARENDON ROAD,11226,317,Brooklyn,23,0,23,6,3.833333,40.6429405212402,-73.9493026733398
3120018,2914,CLARENDON ROAD,11226,317,Brooklyn,44,0,44,6,7.333333,40.6429405212402,-73.9492034912109
3120021,1754,NOSTRAND AVENUE,11226,317,Brooklyn,30,0,30,3,10.0,40.6429595947266,-73.9490127563477
3120139,1311,NEWKIRK AVENUE,11230,314,Brooklyn,71,0,71,20,3.55,40.6351089477539,-73.9647979736328
3120434,1193,ROGERS AVENUE,11226,317,Brooklyn,85,0,85,6,14.166666,40.6406402587891,-73.9510803222656
3120597,1033,OCEAN AVENUE,11226,314,Brooklyn,63,0,63,16,3.9375,40.6372299194336,-73.9581985473633
3120598,1021,OCEAN AVENUE,11226,314,Brooklyn,58,0,58,16,3.625,40.6373710632324,-73.9582290649414
3120774,1276,FLATBUSH AVENUE,11226,314,Brooklyn,40,0,40,5,8.0,40.6388893127441,-73.9544677734375
3120823,570,EAST   26 STREET,11210,314,Brooklyn,82,0,82,27,3.037037,40.6366081237793,-73.952880859375
3120824,572,EAST 26 STREET,11210,314,Brooklyn,147,0,147,8,18.375,40.6365089416504,-73.9528732299805
3120883,1387,FLATBUSH AVENUE,11210,314,Brooklyn,10,0,10,3,3.333333,40.6370086669922,-73.9517669677734
3120905,1300,ROGERS AVENUE,11210,314,Brooklyn,15,0,15,3,5.0,40.6380996704102,-73.9514312744141
3121052,1948,NOSTRAND AVENUE,11210,314,Brooklyn,87,0,87,24,3.625,40.6380310058594,-73.9485168457031
3121151,614,EAST   15 STREET,11226,314,Brooklyn,36,0,36,8,4.5,40.6347503662109,-73.963493347168
3121152,618,EAST   15 STREET,11226,314,Brooklyn,70,0,70,8,8.75,40.6347007751465,-73.963493347168
3121398,1111,OCEAN AVENUE,11230,314,Brooklyn,328,66,394,102,3.862745,40.6348190307617,-73.9577331542969
3121727,2026,NOSTRAND AVENUE,11210,314,Brooklyn,35,0,35,11,3.181818,40.6360206604004,-73.9482727050781
3122940,1003,39 STREET,11219,312,Brooklyn,15,8,23,3,7.666666,40.644660949707,-73.9925308227539
3123066,1228,39 STREET,11218,312,Brooklyn,27,0,27,3,9.0,40.6412086486816,-73.9877471923828
3123251,1364,40 STREET,11218,312,Brooklyn,12,0,12,4,3.0,40.6389312744141,-73.9854736328125
3123253,1370,40 STREET,11218,312,Brooklyn,21,0,21,6,3.5,40.6388511657715,-73.9853286743164
3123717,139,TEHAMA STREET,11218,312,Brooklyn,12,0,12,3,4.0,40.6432495117188,-73.9848022460938
3123739,1257,36 STREET,11218,312,Brooklyn,63,0,63,6,10.5,40.6428108215332,-73.9849090576172
3123927,53,CHURCH AVENUE,11218,312,Brooklyn,24,0,24,7,3.428571,40.6422080993652,-73.9815063476563
3125152,3419,14 AVENUE,11218,312,Brooklyn,16,0,16,4,4.0,40.6416206359863,-73.9814376831055
3125270,555,MC DONALD AVENUE,11218,312,Brooklyn,31,2,33,6,5.5,40.6407890319824,-73.9786605834961
3125721,1571,42 STREET,11219,312,Brooklyn,88,2,90,44,2.045454,40.6352882385254,-73.9815292358398
3125846,1532,38 STREET,11218,312,Brooklyn,16,0,16,4,4.0,40.6378898620605,-73.9806823730469
3125914,3623,15 AVENUE,11218,312,Brooklyn,36,0,36,6,6.0,40.6390419006348,-73.9804000854492
3126270,326,EAST 9 STREET,11218,312,Brooklyn,19,0,19,4,4.75,40.6405792236328,-73.9704208374023
3126705,305,DITMAS AVENUE,11218,312,Brooklyn,50,1,51,3,17.0,40.6360206604004,-73.9757232666016
3127735,3813,18 AVENUE,11218,314,Brooklyn,97,0,97,31,3.129032,40.6337203979492,-73.9702682495117
3128044,96,PARKVILLE AVENUE,11230,314,Brooklyn,12,0,12,3,4.0,40.6291809082031,-73.974479675293
3131792,1763,60 STREET,11204,312,Brooklyn,17,0,17,4,4.25,40.6225814819336,-73.9876708984375
3132751,1744,62 STREET,11204,311,Brooklyn,13,0,13,4,3.25,40.6213607788086,-73.9896926879883
3133100,1754,63 STREET,11204,311,Brooklyn,25,0,25,6,4.166666,40.6206893920898,-73.9900512695313
3133803,1673,66 STREET,11204,311,Brooklyn,24,0,24,4,6.0,40.6204414367676,-73.9935073852539
3133999,6517,20 AVENUE,11204,311,Brooklyn,28,0,28,4,7.0,40.6159515380859,-73.9860687255859
3135338,1115,40 STREET,11218,312,Brooklyn,29,6,35,5,7.0,40.6425704956055,-73.9905776977539
3135384,4019,10 AVENUE,11219,312,Brooklyn,75,32,107,4,26.75,40.6435394287109,-73.9936676025391
3135574,913,42 STREET,11219,312,Brooklyn,9,16,25,6,4.166666,40.6441802978516,-73.9962463378906
3135988,4220,15 AVENUE,11219,312,Brooklyn,23,14,37,8,4.625,40.6360282897949,-73.9842987060547
3136250,1472,43 STREET,11219,312,Brooklyn,91,0,91,39,2.333333,40.6358604431152,-73.9849090576172
3137021,4601,14 AVENUE,11219,312,Brooklyn,0,15,15,3,5.0,40.6351089477539,-73.9880218505859
3140651,1140,58 STREET,11219,312,Brooklyn,53,0,53,4,13.25,40.6318397521973,-74.0009002685547
3141741,6302,11 AVENUE,11219,310,Brooklyn,32,0,32,5,6.4,40.6298599243164,-74.0050430297852
3141891,6326,NEW UTRECHT AVENUE,11219,311,Brooklyn,8,10,18,4,4.5,40.6247787475586,-73.9976806640625
3141987,1005,65 STREET,11219,310,Brooklyn,66,0,66,3,22.0,40.6300392150879,-74.0076599121094
3142195,1047,66 STREET,11219,310,Brooklyn,14,0,14,3,4.666666,40.6288299560547,-74.0073928833008
3142890,6719,13 AVENUE,11219,310,Brooklyn,80,0,80,6,13.333333,40.6242790222168,-74.0028762817383
3143263,6817,14 AVENUE,11219,311,Brooklyn,15,0,15,4,3.75,40.6223106384277,-74.0013732910156
3143425,438,60 STREET,11220,307,Brooklyn,58,0,58,6,9.666666,40.6400299072266,-74.017578125
3143451,459,61 STREET,11220,307,Brooklyn,69,0,69,16,4.3125,40.6394805908203,-74.0172729492188
3143452,455,61 STREET,11220,307,Brooklyn,56,2,58,16,3.625,40.6395492553711,-74.0173797607422
3143463,6023,5 AVENUE,11220,307,Brooklyn,33,0,33,6,5.5,40.6388397216797,-74.0164337158203
3143590,714,60 STREET,11220,307,Brooklyn,37,0,37,6,6.166666,40.6363716125488,-74.0115280151367
3143690,360,61 STREET,11220,307,Brooklyn,24,0,24,6,4.0,40.6404991149902,-74.0198135375977
3143694,6114,4 AVENUE,11220,307,Brooklyn,37,0,37,3,12.333333,40.6401290893555,-74.0196228027344
3143729,434,61 STREET,11220,307,Brooklyn,89,0,89,17,5.235294,40.6393394470215,-74.017951965332
3143741,6124,5 AVENUE,11220,307,Brooklyn,22,0,22,6,3.666666,40.6385803222656,-74.0175094604492
3143995,417,63 STREET,11220,307,Brooklyn,16,0,16,3,5.333333,40.6389617919922,-74.019416809082
3144056,6320,4 AVENUE,11220,307,Brooklyn,82,3,85,21,4.047619,40.6388893127441,-74.0209503173828
3144132,229,65 STREET,11220,307,Brooklyn,29,0,29,5,5.8,40.6403503417969,-74.0247497558594
3145156,271,BAY RIDGE AVENUE,11220,310,Brooklyn,64,1,65,6,10.833333,40.6359405517578,-74.0263137817383
3145193,6817,3 AVENUE,11220,310,Brooklyn,38,0,38,8,4.75,40.6358795166016,-74.0256271362305
3145222,6814,4 AVENUE,11220,310,Brooklyn,25,1,26,3,8.666666,40.6350708007813,-74.0236663818359
3145271,452,68 STREET,11220,310,Brooklyn,19,0,19,6,3.166666,40.6344299316406,-74.021858215332
3145373,6823,6 AVENUE,11220,310,Brooklyn,57,1,58,6,9.666666,40.6323204040527,-74.0182266235352
3145405,627,BAY RIDGE AVENUE,11220,310,Brooklyn,35,0,35,4,8.75,40.6321601867676,-74.0175933837891
3145571,6902,RIDGE BOULEVARD,11209,310,Brooklyn,101,0,101,40,2.525,40.6364402770996,-74.0290832519531
3147295,262,72 STREET,11209,310,Brooklyn,76,0,76,6,12.666666,40.6334991455078,-74.0278167724609
3147330,7207,3 AVENUE,11209,310,Brooklyn,24,0,24,8,3.0,40.6332092285156,-74.0267486572266
3147455,7211,5 AVENUE,11209,310,Brooklyn,18,9,27,7,3.857142,40.6312103271484,-74.021598815918
3150981,575,80 STREET,11209,310,Brooklyn,44,0,44,9,4.888888,40.6246490478516,-74.0220336914063
3151753,507,82 STREET,11209,310,Brooklyn,24,0,24,6,4.0,40.6242904663086,-74.0244674682617
3152169,538,82 STREET,11209,310,Brooklyn,18,0,18,6,3.0,40.6235313415527,-74.0239105224609
3152216,8220,FT HAMILTON PARKWAY,11209,310,Brooklyn,120,2,122,36,3.388888,40.6222381591797,-74.022331237793
3153129,367,86 STREET,11209,310,Brooklyn,58,1,59,6,9.833333,40.6232795715332,-74.0288314819336
3154583,438,90 STREET,11209,310,Brooklyn,58,0,58,10,5.8,40.6192207336426,-74.0285491943359
3156004,9816,4 AVENUE,11209,310,Brooklyn,16,0,16,5,3.2,40.6138000488281,-74.0332183837891
3156521,1353,70 STREET,11228,310,Brooklyn,13,0,13,4,3.25,40.6224899291992,-74.0029373168945
3156751,1858,BAY RIDGE AVENUE,11204,311,Brooklyn,32,0,32,4,8.0,40.6158103942871,-73.9912796020508
3157000,1121,71ST STREET,11228,310,Brooklyn,19,0,19,4,4.75,40.6250381469727,-74.008659362793
3157080,7006,14 AVENUE,11228,310,Brooklyn,10,0,10,3,3.333333,40.6217994689941,-74.0025863647461
3157529,1105,72 STREET,11228,310,Brooklyn,36,0,36,6,6.0,40.6246109008789,-74.0096969604492
3159057,7324,18 AVENUE,11204,311,Brooklyn,18,0,18,5,3.6,40.6142196655273,-73.9954986572266
3159791,7424,21 AVENUE,11204,311,Brooklyn,42,0,42,6,7.0,40.6097984313965,-73.989501953125
3161433,1754,77 STREET,11214,311,Brooklyn,15,0,15,4,3.75,40.6126899719238,-73.9984130859375
3161487,7701,18 AVENUE,11214,311,Brooklyn,17,0,17,5,3.4,40.6119689941406,-73.9970016479492
3162088,7802,NEW UTRECHT AVENUE,11214,311,Brooklyn,10,0,10,3,3.333333,40.6134300231934,-74.0009231567383
3162302,2022,78 STREET,11214,311,Brooklyn,7,6,13,4,3.25,40.6086006164551,-73.9931564331055
3165408,2027,85 STREET,11214,311,Brooklyn,17,0,17,4,4.25,40.6049003601074,-73.9966735839844
3168634,1800,BATH AVENUE,11214,311,Brooklyn,15,0,15,4,3.75,40.6035995483398,-74.0061874389648
3168717,8789,19 AVENUE,11214,311,Brooklyn,11,0,11,3,3.666666,40.6020317077637,-74.0041198730469
3168974,195,BAY   29 STREET,11214,311,Brooklyn,159,0,159,14,11.357142,40.5983200073242,-73.9984664916992
3168977,2150,BATH AVENUE,11214,311,Brooklyn,15,0,15,5,3.0,40.5987815856934,-73.9981384277344
3171511,1456,CONEY ISLAND AVENUE,11230,312,Brooklyn,24,0,24,5,4.8,40.6219291687012,-73.9649963378906
3171596,203,AVENUE M,11230,312,Brooklyn,20,0,20,5,4.0,40.6167984008789,-73.9732666015625
3172569,2420,64 STREET,11204,311,Brooklyn,24,0,24,6,4.0,40.611270904541,-73.9760131835938
3172690,1533,MC DONALD AVENUE,11230,312,Brooklyn,20,0,20,4,5.0,40.6155700683594,-73.9738998413086
3173210,1436,WEST    8 STREET,11204,311,Brooklyn,23,0,23,6,3.833333,40.6118202209473,-73.9826736450195
3174457,170,AVENUE O,11204,311,Brooklyn,0,28,28,3,9.333333,40.6105690002441,-73.9785003662109
3174719,1650,EAST 2 STREET,11230,312,Brooklyn,15,0,15,4,3.75,40.609489440918,-73.9723434448242
3175704,1671,WEST    4 STREET,11223,311,Brooklyn,11,0,11,3,3.666666,40.6065902709961,-73.9771728515625
3177556,1719,EAST    8 STREET,11223,315,Brooklyn,26,0,26,7,3.714285,40.6070518493652,-73.9644393920898
3177558,1713,EAST 8 STREET,11223,315,Brooklyn,26,0,26,7,3.714285,40.6070518493652,-73.9644393920898
3177743,1875,WEST   13 STREET,11223,311,Brooklyn,19,0,19,6,3.166666,40.6009902954102,-73.9847564697266
3177787,1891,WEST   12 STREET,11223,311,Brooklyn,12,0,12,4,3.0,40.6007690429688,-73.983772277832
3177897,115,AVENUE S,11223,311,Brooklyn,54,0,54,17,3.17647,40.6010398864746,-73.9816131591797
3178915,1083,CONEY ISLAND AVENUE,11230,314,Brooklyn,0,15,15,4,3.75,40.6312103271484,-73.9660720825195
3179250,1302,AVENUE H,11230,314,Brooklyn,17,0,17,5,3.4,40.6295394897461,-73.9639663696289
3179566,982,EAST 14 STREET,11230,314,Brooklyn,25,0,25,8,3.125,40.6254692077637,-73.9626770019531
3179810,1456,OCEAN AVENUE,11230,314,Brooklyn,22,0,22,4,5.5,40.6265716552734,-73.9570083618164
3179919,1026,EAST   14 STREET,11230,314,Brooklyn,63,0,63,6,10.5,40.624340057373,-73.9624710083008
3181040,1362,EAST   18 STREET,11230,314,Brooklyn,25,0,25,4,6.25,40.6171913146973,-73.9572601318359
3181705,1857,CONEY ISLAND AVENUE,11230,314,Brooklyn,41,0,41,6,6.833333,40.6120300292969,-73.96240234375
3182781,2984,NOSTRAND AVENUE,11229,315,Brooklyn,30,0,30,6,5.0,40.6114807128906,-73.9443130493164
3183833,1112,AVENUE R,11223,315,Brooklyn,22,1,23,4,5.75,40.6051597595215,-73.9612274169922
3185136,2310,83 STREET,11214,311,Brooklyn,14,0,14,4,3.5,40.6019515991211,-73.9896926879883
3186390,8760,26 AVENUE,11214,311,Brooklyn,0,13,13,3,4.333333,40.5934982299805,-73.9886169433594
3187519,103,BAY   50 STREET,11214,313,Brooklyn,51,0,51,8,6.375,40.586368560791,-73.9858474731445
3188640,3815,NAUTILUS AVENUE,11224,313,Brooklyn,74,0,74,10,7.4,40.5760803222656,-74.0060501098633
3188683,2802,WEST   36 STREET,11224,313,Brooklyn,35,0,35,6,5.833333,40.5767402648926,-74.0022583007813
3188690,2832,WEST   36 STREET,11224,313,Brooklyn,40,0,40,6,6.666666,40.5761604309082,-74.002326965332
3188691,2836,WEST   36 STREET,11224,313,Brooklyn,19,0,19,6,3.166666,40.5760917663574,-74.002311706543
3188694,2844,WEST   36 STREET,11224,313,Brooklyn,42,0,42,6,7.0,40.5758895874023,-74.0022735595703
3188696,2850,WEST   36 STREET,11224,313,Brooklyn,23,0,23,6,3.833333,40.5757484436035,-74.0022506713867
3188725,2842,WEST   35 STREET,11224,313,Brooklyn,176,0,176,4,44.0,40.5760612487793,-74.0012283325195
3188867,2803,MERMAID AVENUE,11224,313,Brooklyn,24,0,24,7,3.428571,40.5757904052734,-73.9945831298828
3189039,2846,WEST   17 STREET,11224,313,Brooklyn,24,0,24,4,6.0,40.5777206420898,-73.9853134155273
3189046,2862,WEST   17 STREET,11224,313,Brooklyn,11,0,11,3,3.666666,40.5773391723633,-73.985237121582
3189183,4505,SURF AVENUE,11224,313,Brooklyn,71,0,71,15,4.733333,40.5763511657715,-74.0097808837891
3189558,1904,MERMAID AVENUE,11224,313,Brooklyn,17,0,17,3,5.666666,40.5762481689453,-73.9860076904297
3189602,1412,MERMAID AVENUE,11224,313,Brooklyn,26,0,26,6,4.333333,40.5767097473145,-73.9819717407227
3190174,169,AVENUE T,11223,311,Brooklyn,36,0,36,4,9.0,40.5989112854004,-73.9788436889648
3190528,1942,EAST 8 STREET,11223,315,Brooklyn,33,0,33,6,5.5,40.6016387939453,-73.9640426635742
3190539,1984,EAST 8 STREET,11223,315,Brooklyn,13,7,20,4,5.0,40.6007499694824,-73.9638595581055
3192620,2151,WEST    5 STREET,11223,315,Brooklyn,64,0,64,3,21.333333,40.5954093933105,-73.9759902954102
3192817,2115,EAST 1 STREET,11223,315,Brooklyn,59,0,59,3,19.666666,40.5968894958496,-73.9701919555664
3192866,420,AVENUE U,11223,315,Brooklyn,13,0,13,4,3.25,40.5973014831543,-73.9684371948242
3193094,2102,EAST 8 STREET,11223,315,Brooklyn,14,0,14,4,3.5,40.5978393554688,-73.9631195068359
3193186,902,AVENUE U,11223,315,Brooklyn,41,0,41,4,10.25,40.5979804992676,-73.9619216918945
