Bin,House Number,Street Name,Zip,Community Board,Borough Name,Block,Lot,LONGITUDE_POINT_X,LATITUDE_POINT_Y
4617216,101-17,  37 AVENUE,11368,403,Queens,1742,27,-73.86573029,40.75315094
4620006,187-12,  90 AVENUE,11423,412,Queens,9911,24,-73.77308655,40.71212006
5000212,440,ST MARKS PLACE,10301,501,Staten Island,16,124,-74.07750702,40.63890839
5000446,411,WESTERVELT AVENUE,10301,501,Staten Island,25,5,-74.08157349,40.63814926
5000753,414,WESTERVELT AVENUE,10301,501,Staten Island,36,86,-74.08213806,40.6380806
5000899,28,LAYTON AVENUE,10301,501,Staten Island,41,15,-74.08421326,40.64149857
5000922,411,JERSEY STREET,10301,501,Staten Island,42,10,-74.08725739,40.63837051
5001216,73,YORK AVENUE,10301,501,Staten Island,52,48,-74.08799744,40.64485168
5006049,676,CARY AVENUE,10310,501,Staten Island,223,51,-74.1241684,40.63154984
5013689,115,WRIGHT STREET,10304,501,Staten Island,521,76,-74.07958984,40.62815094
5013752,83,THOMPSON STREET,10304,501,Staten Island,524,48,-74.07689667,40.62604904
5013778,91,BROAD STREET,10304,501,Staten Island,526,14,-74.07849121,40.62520981
5014286,77,OSGOOD AVENUE,10304,501,Staten Island,560,38,-74.08305359,40.61911011
5026617,244,HOOKER PLACE,10303,501,Staten Island,1154,12,-74.14733124,40.63196182
