Bin,House Number,Street Name,Zip,Community Board,Borough Name,Block,Lot,LONGITUDE_POINT_X,LATITUDE_POINT_Y
2053737,2715,BARNES AVENUE,10467,211,Bronx,4512,56,-73.86377716,40.86608124
2055638,3028,WALLACE AVENUE,10467,212,Bronx,4571,16,-73.86401367,40.87046051
2055662,805,ADEE AVENUE,10467,212,Bronx,4572,7,-73.86313629,40.86986923
2055669,3018,BARNES AVENUE,10467,212,Bronx,4572,16,-73.86308289,40.87044907
2055756,3038,BRONXWOOD AVENUE,10469,212,Bronx,4574,21,-73.86103821,40.8707695
2055847,3015,PAULDING AVENUE,10469,212,Bronx,4576,48,-73.85888672,40.87010956
2055849,3011,PAULDING AVENUE,10469,212,Bronx,4576,51,-73.85890198,40.86997986
2056251,3233,CRUGER AVENUE,10467,212,Bronx,4596,46,-73.8664093,40.87239075
2056280,3209,WALLACE AVENUE,10467,212,Bronx,4598,24,-73.8645401,40.87184143
2057080,3311,COLDEN AVENUE,10469,212,Bronx,4634,35,-73.85964966,40.87350845
2057729,739,TILDEN STREET,10467,212,Bronx,4659,67,-73.86306,40.87704849
2057745,3550,HOLLAND AVENUE,10467,212,Bronx,4660,11,-73.86387634,40.87812042
2057769,3535,BARNES AVENUE,10467,212,Bronx,4660,61,-73.86193085,40.87799072
2057803,3602,HOLLAND AVENUE,10467,212,Bronx,4661,40,-73.86353302,40.87884903
2057840,716,EAST 215 STREET,10467,212,Bronx,4662,10,-73.86382294,40.88013077
2057852,709,EAST 214 STREET,10467,212,Bronx,4662,27,-73.86431122,40.87989044
2057855,731,EAST 214 STREET,10467,212,Bronx,4662,35,-73.86328888,40.8794899
2057916,729,EAST 215 STREET,10467,212,Bronx,4663,83,-73.86319733,40.88042068
2058054,711,EAST 218 STREET,10467,212,Bronx,4666,37,-73.86245728,40.88288116
2058088,737,EAST 219 STREET,10467,212,Bronx,4667,31,-73.86134338,40.88335037
2058261,3603,BRONXWOOD AVENUE,10469,212,Bronx,4672,107,-73.85946655,40.87797928
2058364,844,EAST 216 STREET,10467,212,Bronx,4674,75,-73.85954285,40.87979889
2058575,829,EAST 220 STREET,10467,212,Bronx,4679,24,-73.85838318,40.88323975
2058602,864,EAST 221 STREET,10467,212,Bronx,4679,73,-73.85691833,40.88311005
2058922,914,EAST 217 STREET,10469,212,Bronx,4687,38,-73.85740662,40.87995911
2059954,1312,NEEDHAM AVENUE,10469,212,Bronx,4711,75,-73.85201263,40.87791824
2059991,1443,OAKLEY STREET,10469,212,Bronx,4714,17,-73.85073853,40.879879
2060747,3349,FENTON AVENUE,10469,212,Bronx,4737,17,-73.84790802,40.87540054
2062589,2962,WICKHAM AVENUE,10469,212,Bronx,4790,2,-73.83789825,40.87076187
2062899,631,EAST 222 STREET,10467,212,Bronx,4824,39,-73.86389923,40.88669968
2062947,649,EAST 223 STREET,10466,212,Bronx,4825,34,-73.86295319,40.88718033
2063151,645,EAST 228 STREET,10466,212,Bronx,4831,55,-73.86107635,40.89073944
2063253,694,EAST 231 STREET,10466,212,Bronx,4833,88,-73.85871124,40.89199066
2063365,723,EAST 223 STREET,10466,212,Bronx,4837,34,-73.86023712,40.88631821
2063453,4009,BARNES AVENUE,10466,212,Bronx,4840,7,-73.85727692,40.88800049
2063490,750,EAST  227 STREET,10466,212,Bronx,4840,75,-73.85797119,40.88843155
2063950,828,EAST 227 STREET,10466,212,Bronx,4851,59,-73.8557663,40.88772964
2064118,867,EAST  230 STREET,10466,212,Bronx,4855,14,-73.85311127,40.88985825
2064200,824,EAST 232 STREET,10466,212,Bronx,4856,63,-73.85407257,40.89133835
2064327,901,EAST 223 STREET,10466,212,Bronx,4859,37,-73.85518646,40.88470078
2064336,924,EAST 224 STREET,10466,212,Bronx,4859,59,-73.85414124,40.88470078
2064365,967,EAST 224 STREET,10466,212,Bronx,4860,10,-73.85254669,40.88459015
2064399,918,EAST 225 STREET,10466,212,Bronx,4860,61,-73.8540802,40.88555908
2064442,3988,BRONXWOOD AVENUE,10466,212,Bronx,4861,50,-73.85411072,40.88637924
2064639,915,EAST 229 STREET,10466,212,Bronx,4865,39,-73.85236359,40.88879013
2066203,3849,AMUNDSON AVENUE,10466,212,Bronx,4939,22,-73.83547211,40.88817978
2066461,2232,LIGHT STREET,10466,212,Bronx,4950,42,-73.83062744,40.88761902
2066463,2236,LIGHT STREET,10466,212,Bronx,4950,44,-73.83048248,40.88761902
2067029,4018,PRATT AVENUE,10466,212,Bronx,4966,15,-73.83364868,40.89131927
2067267,1800,EDENWALD AVENUE,10466,212,Bronx,4977,27,-73.84780884,40.89175034
2067947,4014,AMUNDSON AVENUE,10466,212,Bronx,4989,2,-73.83638763,40.89204025
2068071,687,EAST 234 STREET,10466,212,Bronx,4995,5,-73.85732269,40.89453125
2068072,685,EAST 234 STREET,10466,212,Bronx,4995,7,-73.85743713,40.8945694
2069628,633,EAST 236 STREET,10466,212,Bronx,5037,26,-73.85829163,40.89649963
2070910,4511,MATILDA AVENUE,10470,212,Bronx,5076,92,-73.85485077,40.90127182
2071042,4556,RICHARDSON AVENUE,10470,212,Bronx,5081,42,-73.8526535,40.90177917
2071921,740,EAST 243 STREET,10470,212,Bronx,5115,47,-73.84763336,40.90578079
2073762,2915,LA SALLE AVENUE,10461,210,Bronx,5358,9,-73.83085632,40.83924103
2074389,1539,MAYFLOWER AVENUE,10461,210,Bronx,5384,36,-73.8349762,40.84189987
2079895,2881,PHILIP AVENUE,10465,210,Bronx,5543,47,-73.8245163,40.82770157
2084078,3251,CAMBRIDGE AVENUE,10463,208,Bronx,5785,282,-73.90873718,40.88431931
2087328,3520,CORSA AVENUE,10469,212,Bronx,4722,54,-73.84806824,40.87873077
2090189,3019,ELY AVENUE,10469,212,Bronx,4776,23,-73.83722687,40.87197876
2091324,702,EAGLE AVENUE,10455,201,Bronx,2624,35,-73.90973663,40.81827927
2092421,2409,GRAND AVENUE,10468,207,Bronx,3212,78,-73.90400696,40.86225128
2092422,2411,GRAND AVENUE,10468,207,Bronx,3212,78,-73.90400696,40.86225128
2092506,225 REAR,EAST  203 STREET,10458,207,Bronx,3309,135,-73.88562775,40.87408066
2092541,400,EAST GUN HILL ROAD,10467,207,Bronx,3357,225,-73.87135315,40.87833023
2093557,763,EAST  217 STREET,10467,212,Bronx,4665,15,-73.86118317,40.88164902
2093770,662,EAST  236 STREET,10466,212,Bronx,4996,72,-73.85758972,40.8957901
2094188,866,EAST 221 STREET,10467,212,Bronx,4679,73,-73.85691833,40.88311005
2094515,221,EAST TREMONT AVENUE,10457,205,Bronx,2809,53,-73.9048233,40.84928131
2096828,855A,UNDERHILL AVENUE,10473,209,Bronx,3643,7502,-73.86071777,40.82294083
2100800,975,CAULDWELL AVENUE,10456,203,Bronx,2622,119,-73.90635681,40.82526016
2102497,280,DAVIS AVENUE,10465,210,Bronx,5598,38,-73.82549286,40.81555176
2103878,643,THIERIOT AVENUE,10473,209,Bronx,3559,60,-73.86165619,40.81851959
2112732,412,EAST  187 STREET,10458,206,Bronx,3031,145,-73.8935318,40.85834885
2112842,189,ST GEORGE'S CRESCENT,10458,207,Bronx,3313,74,-73.88495636,40.87633896
2113321,502,EAST  184 STREET,10458,206,Bronx,3053,119,-73.89183807,40.85530853
2114245,1372,PROSPECT AVENUE,10459,203,Bronx,2971,6,-73.8966217,40.83076096
2114922,814,BRYANT AVENUE,10474,202,Bronx,2762,132,-73.88600922,40.81748962
2114932,793,JENNINGS STREET,10459,203,Bronx,2963,46,-73.89611053,40.83224106
2114940,785,JENNINGS STREET,10459,203,Bronx,2963,149,-73.89639282,40.83214951
2115018,1053,SUMMIT AVENUE,10452,204,Bronx,2523,139,-73.92976379,40.83444977
2115021,1047,SUMMIT AVENUE,10452,204,Bronx,2523,142,-73.92986298,40.83427048
2115357,3939,DE REIMER AVENUE,10466,212,Bronx,4955,41,-73.84178162,40.88972855
2116564,1743,DAVIDSON AVENUE,10453,205,Bronx,2867,36,-73.91325378,40.84835052
2117268,2116,BOGART AVENUE,10462,211,Bronx,4325,38,-73.86086273,40.8543396
3000988,483,PACIFIC STREET,11217,302,Brooklyn,185,41,-73.98181152,40.68516922
3002977,172,ATLANTIC AVENUE,11201,306,Brooklyn,286,12,-73.99385071,40.68983841
3004486,522A,HENRY STREET,11231,306,Brooklyn,343,25,-74.00006866,40.68333054
3005481,105,LUQUER STREET,11231,306,Brooklyn,373,43,-74.00106812,40.67808914
3006055,56,WYCKOFF STREET,11201,302,Brooklyn,390,34,-73.99165344,40.68613052
3008580,151,CONOVER STREET,11231,306,Brooklyn,565,1,-74.01352692,40.67821121
3009465,229,23 STREET,11232,307,Brooklyn,646,50,-73.99476624,40.6606102
3009466,227,23 STREET,11232,307,Brooklyn,646,51,-73.99484253,40.66065979
3009467,225,23 STREET,11232,307,Brooklyn,646,52,-73.99491119,40.66070175
3009824,179,29 STREET,11232,307,Brooklyn,665,70,-73.99958801,40.65805054
3009837,140,29 STREET,11232,307,Brooklyn,668,19,-74.0016098,40.65871048
3009852,194,  29 STREET,11232,307,Brooklyn,669,18,-73.99947357,40.65742874
3010143,122,33 STREET,11232,307,Brooklyn,684,15,-74.00428772,40.65668106
3010145,128,  33 STREET,11232,307,Brooklyn,684,17,-74.00415039,40.65660095
3010588,444,40 STREET,11232,307,Brooklyn,714,19,-74.00598145,40.65132904
3010597,468,40 STREET,11232,307,Brooklyn,714,35,-74.00517273,40.65084076
3010612,451,41 STREET,11232,307,Brooklyn,714,58,-74.00578308,40.65084076
3010690,4112,4 AVENUE,11232,307,Brooklyn,718,43,-74.00801849,40.65132904
3011031,4324,8 AVENUE,11232,307,Brooklyn,732,49,-74.00034332,40.64469147
3011533,4501,   4 AVENUE,11220,307,Brooklyn,747,9,-74.00945282,40.64899063
3012477,838,47 STREET,11220,312,Brooklyn,769,20,-74.00113678,40.64202118
3012919,434,49 STREET,11220,307,Brooklyn,783,19,-74.01126099,40.6463089
3013325,549,51 STREET,11220,307,Brooklyn,792,48,-74.00952148,40.64398956
3013571,463,  52 STREET,11220,307,Brooklyn,799,50,-74.01194,40.64453125
3014290,5301,5 AVENUE,11220,307,Brooklyn,816,9,-74.01190948,40.64318085
3014339,517,  54 STREET,11220,307,Brooklyn,816,70,-74.01194,40.64271164
3014849,715,55 STREET,11220,307,Brooklyn,826,74,-74.00821686,40.6395607
3015115,637,  56 STREET,11220,307,Brooklyn,833,62,-74.01043701,40.63999176
3015974,5817,4 AVENUE,11220,307,Brooklyn,855,3,-74.01732635,40.64146042
3016249,245,60 STREET,11220,307,Brooklyn,861,60,-74.02142334,40.64295959
3016584,266,PROSPECT PARK WEST,11215,307,Brooklyn,870,41,-73.98223114,40.65864944
3016602,455,17 STREET,11215,307,Brooklyn,870,62,-73.98338318,40.65921021
3017171,273,20 STREET,11215,307,Brooklyn,885,61,-73.99152374,40.6613884
3017772,875,39 STREET,11232,312,Brooklyn,908,147,-73.99526215,40.64633942
3017807,566,39 STREET,11232,307,Brooklyn,913,29,-74.00245667,40.65010834
3018366,837,  43 STREET,11232,312,Brooklyn,925,64,-73.99848175,40.64461899
3018577,61,5 AVENUE,11217,306,Brooklyn,933,1,-73.97715759,40.68085861
3020277,235,5 AVENUE,11215,306,Brooklyn,959,4,-73.98094177,40.67527008
3022205,130,9 STREET,11215,306,Brooklyn,1008,8,-73.99329376,40.67234039
3023684,171,15 STREET,11215,306,Brooklyn,1041,65,-73.99059296,40.66643143
3025457,473,4 STREET,11215,306,Brooklyn,1080,66,-73.9782486,40.66976929
3025458,469,4 STREET,11215,306,Brooklyn,1080,68,-73.97834778,40.66981125
3026096,673,10 STREET,11215,306,Brooklyn,1093,54,-73.97823334,40.66468048
3027628,523,DEAN STREET,11217,308,Brooklyn,1128,75,-73.97286987,40.68146896
3028224,740,BERGEN STREET,11238,308,Brooklyn,1146,23,-73.96421051,40.67837906
3028555,340,ST MARKS AVENUE,11238,308,Brooklyn,1153,25,-73.96444702,40.6774292
3028683,581,PROSPECT PLACE,11238,308,Brooklyn,1156,67,-73.95726013,40.67546082
3028989,455,PARK PLACE,11238,308,Brooklyn,1162,87,-73.9625473,40.67567062
3029455,473,ST JOHNS PLACE,11238,308,Brooklyn,1174,57,-73.96217346,40.67369843
3029510,567,ST JOHNS PLACE,11238,308,Brooklyn,1175,85,-73.95922089,40.67301941
3029511,565,ST JOHNS PLACE,11238,308,Brooklyn,1175,87,-73.95926666,40.67309952
3029523,392,ST JOHNS PLACE,11238,308,Brooklyn,1176,27,-73.96478271,40.6736908
3029582,554,ST JOHNS PLACE,11238,308,Brooklyn,1178,21,-73.95979309,40.67266083
3029601,782,FRANKLIN AVENUE,11238,308,Brooklyn,1178,51,-73.9578476,40.67187119
3029627,362,LINCOLN PLACE,11238,308,Brooklyn,1179,37,-73.96408844,40.67287064
3029725,961,WASHINGTON AVENUE,11225,309,Brooklyn,1192,14,-73.96114349,40.66601181
3029726,941,WASHINGTON AVENUE,11225,309,Brooklyn,1192,18,-73.96125031,40.6663208
3030068,1237,DEAN STREET,11216,308,Brooklyn,1207,52,-73.9482193,40.67702103
3030348,1055,BERGEN STREET,11216,308,Brooklyn,1212,65,-73.95147705,40.6764183
3030350,1049,BERGEN STREET,11216,308,Brooklyn,1212,68,-73.95166016,40.6764183
3030514,103,KINGSTON AVENUE,11213,308,Brooklyn,1216,3,-73.94139862,40.67618942
3030573,952,BERGEN STREET,11216,308,Brooklyn,1217,12,-73.95552826,40.6765213
3031002,758,ST MARKS AVENUE,11216,308,Brooklyn,1227,31,-73.94809723,40.67481995
3031004,768,ST MARKS AVENUE,11216,308,Brooklyn,1227,36,-73.94759369,40.67478943
3031007,855,PROSPECT PLACE,11216,308,Brooklyn,1227,54,-73.94803619,40.67446899
3031027,169,NEW YORK AVENUE,11216,308,Brooklyn,1228,3,-73.94698334,40.67433929
3031191,105,ROGERS AVENUE,11216,308,Brooklyn,1233,7,-73.9526062,40.67398071
3031192,101,ROGERS AVENUE,11216,308,Brooklyn,1233,9,-73.95258331,40.67412186
3031206,780,PROSPECT PLACE,11216,308,Brooklyn,1233,38,-73.95084381,40.67411041
3031221,815,PARK PLACE,11216,308,Brooklyn,1233,58,-73.95081329,40.6736908
3031294,930,PROSPECT PLACE,11213,308,Brooklyn,1235,27,-73.94582367,40.67383957
3031471,102,ROGERS AVENUE,11216,308,Brooklyn,1239,21,-73.95332336,40.67317963
3031497,792,PARK PLACE,11216,308,Brooklyn,1240,23,-73.95149994,40.67322922
3031639,996,PARK PLACE,11213,308,Brooklyn,1243,11,-73.94425201,40.67287064
3031673,1069,STERLING PLACE,11213,308,Brooklyn,1243,54,-73.94317627,40.67237854
3032098,1111,ST JOHNS PLACE,11213,308,Brooklyn,1251,61,-73.94117737,40.67129898
3032635,521,EASTERN PARKWAY,11216,308,Brooklyn,1261,38,-73.95108032,40.6703186
3032887,410,EASTERN PARKWAY,11225,309,Brooklyn,1267,10,-73.95484924,40.66954041
3032934,576,EASTERN PARKWAY,11225,309,Brooklyn,1269,20,-73.94915009,40.66921997
3033060,800,EASTERN PARKWAY,11213,309,Brooklyn,1272,10,-73.94177246,40.66893005
3033530,1180,PRESIDENT STREET,11225,309,Brooklyn,1282,34,-73.95144653,40.66783905
3033556,1119,CARROLL STREET,11225,309,Brooklyn,1282,70,-73.95246887,40.66754913
3034361,2,STODDARD PLACE,11225,309,Brooklyn,1304,24,-73.95622253,40.66540146
3034936,1789,BEDFORD AVENUE,11225,309,Brooklyn,1319,3,-73.95675659,40.66231155
3034937,1785,BEDFORD AVENUE,11225,309,Brooklyn,1319,4,-73.95675659,40.66239166
3035330,437,ROGERS AVENUE,11225,309,Brooklyn,1329,5,-73.95333862,40.66186905
3035500,570,LEFFERTS AVENUE,11203,309,Brooklyn,1333,13,-73.94203186,40.66265106
3035733,1896,PACIFIC STREET,11233,308,Brooklyn,1344,106,-73.92382813,40.67599869
3035734,1898,PACIFIC STREET,11233,308,Brooklyn,1344,107,-73.92373657,40.67599106
3036047,162,UTICA AVENUE,11213,308,Brooklyn,1360,58,-73.93096161,40.67346954
3036355,1620,PROSPECT PLACE,11233,308,Brooklyn,1369,35,-73.92285919,40.67256165
3036361,1641,PARK PLACE,11233,308,Brooklyn,1369,54,-73.92289734,40.67219925
3036487,1350,PARK PLACE,11213,308,Brooklyn,1372,20,-73.93261719,40.67219925
3036738,1288,STERLING PLACE,11213,308,Brooklyn,1377,10,-73.93589783,40.67148972
3036741,1298,STERLING PLACE,11213,308,Brooklyn,1377,13,-73.93562317,40.67147064
3036750,1326,STERLING PLACE,11213,308,Brooklyn,1377,22,-73.93476105,40.67142868
3036760,234,SCHENECTADY AVENUE,11213,308,Brooklyn,1377,32,-73.93396759,40.67129135
3036761,236,SCHENECTADY AVENUE,11213,308,Brooklyn,1377,33,-73.93398285,40.67121887
3036921,1674,STERLING PLACE,11233,308,Brooklyn,1381,33,-73.92336273,40.67079163
3036937,1627,ST JOHNS PLACE,11233,308,Brooklyn,1381,58,-73.92331696,40.67044067
3037058,1366,ST JOHNS PLACE,11213,308,Brooklyn,1384,15,-73.93312073,40.67044067
3037371,1205,EASTERN PARKWAY,11213,308,Brooklyn,1391,45,-73.9285202,40.66910934
3037373,1193,EASTERN PARKWAY,11213,308,Brooklyn,1391,49,-73.92887878,40.66912842
3037536,1635,UNION STREET,11213,309,Brooklyn,1395,68,-73.93595123,40.66830063
3037619,1314,EASTERN PARKWAY,11233,308,Brooklyn,1399,7,-73.92472839,40.66799164
3037676,332,TROY AVENUE,11213,309,Brooklyn,1400,49,-73.93707275,40.66754913
3037764,1706,UNION STREET,11213,309,Brooklyn,1402,36,-73.93180847,40.66762161
3037965,321,UTICA AVENUE,11213,309,Brooklyn,1409,6,-73.93100739,40.66669846
3038604,2276,ATLANTIC AVENUE,11233,316,Brooklyn,1435,16,-73.91002655,40.67599106
3038610,2292,ATLANTIC AVENUE,11233,316,Brooklyn,1435,26,-73.90943146,40.67596054
3038612,2296,ATLANTIC AVENUE,11233,316,Brooklyn,1435,28,-73.90930176,40.6759491
3038613,2298,ATLANTIC AVENUE,11233,316,Brooklyn,1435,29,-73.90924072,40.6759491
3038655,2362,ATLANTIC AVENUE,11233,316,Brooklyn,1436,22,-73.90682983,40.6758194
3038672,351,HOWARD AVENUE,11233,316,Brooklyn,1439,4,-73.91905975,40.67551041
3038703,2083,DEAN STREET,11233,316,Brooklyn,1439,70,-73.91853333,40.67541122
3038738,2240,PACIFIC STREET,11233,316,Brooklyn,1442,21,-73.90995789,40.67523956
3038767,2344,PACIFIC STREET,11233,316,Brooklyn,1443,13,-73.90775299,40.67512131
3038777,2364,PACIFIC STREET,11233,316,Brooklyn,1443,23,-73.90705109,40.67507935
3038825,1719,EAST NEW YORK AVENUE,11212,316,Brooklyn,1444,31,-73.90502167,40.67498016
3038937,1967,BERGEN STREET,11233,316,Brooklyn,1447,71,-73.91571045,40.67446899
3038978,2446,DEAN STREET,11233,316,Brooklyn,1450,31,-73.90644836,40.67435837
3039108,2044,BERGEN STREET,11233,316,Brooklyn,1454,22,-73.91290283,40.67380905
3039273,1569,EAST NEW YORK AVENUE,11212,316,Brooklyn,1461,27,-73.91015625,40.67277908
3039353,1837,PARK PLACE,11233,316,Brooklyn,1464,76,-73.91639709,40.6718483
3039367,1924,PROSPECT PLACE,11233,316,Brooklyn,1465,25,-73.91268158,40.67203903
3039411,1549,EASTERN PARKWAY,11233,316,Brooklyn,1468,32,-73.91676331,40.67108917
3039413,1570,EASTERN PARKWAY,11233,316,Brooklyn,1468,38,-73.9159317,40.67084885
3039420,1588,EASTERN PARKWAY,11233,316,Brooklyn,1468,46,-73.91539764,40.67103958
3039533,1804,ST JOHNS PLACE,11233,316,Brooklyn,1474,33,-73.91779327,40.66962051
3039736,31,HOWARD AVENUE,11221,303,Brooklyn,1484,47,-73.92077637,40.6876297
3039903,992,JEFFERSON AVENUE,11221,303,Brooklyn,1488,39,-73.91811371,40.6867218
3039971,829,HALSEY STREET,11233,303,Brooklyn,1491,55,-73.91943359,40.68553162
3040237,743,MAC DONOUGH STREET,11233,316,Brooklyn,1498,65,-73.91648865,40.68436813
3040558,165,HOWARD AVENUE,11233,303,Brooklyn,1505,1,-73.9197998,40.68278122
3040816,319,CHAUNCEY STREET,11233,303,Brooklyn,1508,71,-73.92163086,40.68153
3040820,199,HOWARD AVENUE,11233,303,Brooklyn,1509,1,-73.919487,40.68167114
3040825,181,HOWARD AVENUE,11233,303,Brooklyn,1509,7,-73.91966248,40.68204117
3040880,516,BAINBRIDGE STREET,11233,316,Brooklyn,1510,16,-73.91623688,40.68244171
3040904,491,CHAUNCEY STREET,11233,316,Brooklyn,1510,47,-73.91490173,40.68230057
3040963,561,CHAUNCEY STREET,11233,316,Brooklyn,1511,45,-73.912323,40.68260956
3041003,278,CHAUNCEY STREET,11233,303,Brooklyn,1513,14,-73.92162323,40.68106842
3041175,516,CHAUNCEY STREET,11233,316,Brooklyn,1517,7,-73.91107178,40.68228149
3041269,344,MARION STREET,11233,316,Brooklyn,1520,24,-73.91555023,40.68101883
3041501,128,HOPKINSON AVENUE,11233,316,Brooklyn,1526,30,-73.91422272,40.68032074
3041685,141,HULL STREET,11233,316,Brooklyn,1533,51,-73.91191864,40.67964935
3041693,121,HULL STREET,11233,316,Brooklyn,1533,61,-73.91262054,40.67956924
3041734,187,HULL STREET,11233,316,Brooklyn,1534,48,-73.9093399,40.67995071
3041780,219,HULL STREET,11233,316,Brooklyn,1535,53,-73.90795135,40.68011093
3041783,211,HULL STREET,11233,316,Brooklyn,1535,56,-73.90821075,40.68008041
3042083,101,TRUXTON STREET,11233,316,Brooklyn,1544,52,-73.90566254,40.67887115
3042110,2008,FULTON STREET,11233,303,Brooklyn,1549,15,-73.91790771,40.67842102
3042122,1115,HERKIMER STREET,11233,303,Brooklyn,1549,38,-73.91657257,40.67803955
3042242,2172,FULTON STREET,11233,316,Brooklyn,1552,18,-73.90981293,40.67797852
3042259,2204,FULTON STREET,11233,316,Brooklyn,1552,38,-73.9083786,40.67789841
3042427,257,SARATOGA AVENUE,11233,316,Brooklyn,1562,7,-73.91610718,40.67718887
3042592,190,ROCKAWAY AVENUE,11233,316,Brooklyn,1567,38,-73.91116333,40.67675018
3042691,1869,EASTERN PARKWAY,11233,316,Brooklyn,1570,37,-73.90840149,40.67646027
3042729,1420,HERKIMER STREET,11233,316,Brooklyn,1572,16,-73.90659332,40.67707062
3042888,327,VERNON AVENUE,11206,303,Brooklyn,1585,47,-73.93846893,40.6960907
3042956,819,WILLOUGHBY AVENUE,11206,303,Brooklyn,1589,7501,-73.93566895,40.69565964
3043075,316,HART STREET,11206,303,Brooklyn,1594,24,-73.93881226,40.69408035
3043176,4,MALCOLM X BOULEVARD,11221,303,Brooklyn,1599,36,-73.93160248,40.69419098
3043895,977,GREENE AVENUE,11221,303,Brooklyn,1617,48,-73.92814636,40.69124985
3044243,553,QUINCY STREET,11221,303,Brooklyn,1624,60,-73.93731689,40.6887207
3045160,709,PUTNAM AVENUE,11221,303,Brooklyn,1645,47,-73.9332962,40.68619156
3045225,763,PUTNAM AVENUE,11221,303,Brooklyn,1646,56,-73.93103027,40.68645096
3045333,842,MADISON STREET,11221,303,Brooklyn,1648,38,-73.924263,40.68751144
3046338,691,HALSEY STREET,11233,303,Brooklyn,1663,75,-73.92484283,40.68490982
3046797,373,LEWIS AVENUE,11233,303,Brooklyn,1670,10,-73.93470764,40.68267822
3047352,457,DECATUR STREET,11233,303,Brooklyn,1678,88,-73.92495728,40.68265152
3047616,221,BAINBRIDGE STREET,11233,303,Brooklyn,1682,79,-73.92826843,40.68151855
3048405,188,THROOP AVENUE,11206,303,Brooklyn,1732,23,-73.94434357,40.69852829
3048511,545,MARCY AVENUE,11206,303,Brooklyn,1743,4,-73.94917297,40.6964798
3048580,740,MYRTLE AVENUE,11205,303,Brooklyn,1753,21,-73.95323944,40.69467926
3048813,601,MARCY AVENUE,11206,303,Brooklyn,1759,5,-73.94869995,40.69437027
3048825,521,WILLOUGHBY AVENUE,11206,303,Brooklyn,1759,73,-73.94848633,40.69417953
3048831,156,VERNON AVENUE,11206,303,Brooklyn,1760,12,-73.94564056,40.69480133
3049387,199,PULASKI STREET,11206,303,Brooklyn,1772,51,-73.94325256,40.69318008
3049552,336,THROOP AVENUE,11206,303,Brooklyn,1776,44,-73.94316101,40.69272995
3049570,148,MARCUS GARVEY AVENUE,11206,303,Brooklyn,1777,33,-73.94035339,40.69313049
3049571,152,MARCUS GARVEY AVENUE,11206,303,Brooklyn,1777,33,-73.94035339,40.69313049
3049763,503,LAFAYETTE AVENUE,11205,303,Brooklyn,1783,97,-73.95449066,40.68975067
3049807,660,LAFAYETTE AVENUE,11216,303,Brooklyn,1785,77,-73.94806671,40.69049072
3049977,249,TOMPKINS AVENUE,11216,303,Brooklyn,1791,7,-73.94499969,40.69031906
3050038,798,LAFAYETTE AVENUE,11221,303,Brooklyn,1792,26,-73.94088745,40.6908493
3050266,611,GREENE AVENUE,11221,303,Brooklyn,1795,79,-73.9444809,40.68939972
3050604,173,QUINCY STREET,11216,303,Brooklyn,1802,101,-73.95411682,40.68679047
3050643,285,QUINCY STREET,11216,303,Brooklyn,1803,72,-73.94928741,40.68738174
3051154,215,MONROE STREET,11216,303,Brooklyn,1813,83,-73.94992828,40.68577957
3051637,246,MADISON STREET,11216,303,Brooklyn,1823,27,-73.94893646,40.68466949
3051703,385A,PUTNAM AVENUE,11216,303,Brooklyn,1824,65,-73.94587708,40.68473816
3051783,438,MADISON STREET,11221,303,Brooklyn,1826,15,-73.94068909,40.6856308
3052132,522,PUTNAM AVENUE,11221,303,Brooklyn,1831,16,-73.94051361,40.68489075
3052337,165,HANCOCK STREET,11216,303,Brooklyn,1833,79,-73.94933319,40.68284988
3052412,409,TOMPKINS AVENUE,11216,303,Brooklyn,1835,4,-73.9437027,40.68355179
3052485,309,HANCOCK STREET,11216,303,Brooklyn,1835,81,-73.9434967,40.68349075
3053337,25,MAC DONOUGH STREET,11216,303,Brooklyn,1851,63,-73.94541168,40.68104935
3053347,473,TOMPKINS AVENUE,11216,303,Brooklyn,1852,3,-73.94320679,40.68128967
3053349,469,TOMPKINS AVENUE,11216,303,Brooklyn,1852,5,-73.94322968,40.6814003
3053382,133,MAC DONOUGH STREET,11216,303,Brooklyn,1852,49,-73.94101715,40.68154907
3053416,310,MACON STREET,11216,303,Brooklyn,1853,37,-73.93840027,40.68214035
3053455,30,MAC DONOUGH STREET,11216,303,Brooklyn,1854,14,-73.94500732,40.68062973
3053623,1511,FULTON STREET,11216,303,Brooklyn,1857,6,-73.94090271,40.68014908
3053625,1507,FULTON STREET,11216,303,Brooklyn,1857,8,-73.94104004,40.68016052
3053764,175,HERKIMER STREET,11216,303,Brooklyn,1861,46,-73.94756317,40.67975998
3053838,1,KINGSTON AVENUE,11213,303,Brooklyn,1864,1,-73.94107056,40.67969131
3053862,429,HERKIMER STREET,11213,303,Brooklyn,1864,45,-73.93914795,40.67929077
3054357,87,WAVERLY AVENUE,11205,302,Brooklyn,1889,28,-73.96793365,40.69509125
3054735,95,FRANKLIN AVENUE,11205,303,Brooklyn,1899,23,-73.95806122,40.69610977
3054752,645,MYRTLE AVENUE,11205,303,Brooklyn,1899,73,-73.957901,40.69459915
3054809,167,WAVERLY AVENUE,11205,302,Brooklyn,1903,16,-73.96748352,40.69284058
3054944,162,FRANKLIN AVENUE,11205,303,Brooklyn,1912,37,-73.95819092,40.69382095
3055168,485,DE KALB AVENUE,11205,303,Brooklyn,1926,68,-73.95757294,40.69083023
3057121,80,MONROE STREET,11216,303,Brooklyn,1988,9,-73.95609283,40.68470001
3057755,1160,FULTON STREET,11216,303,Brooklyn,2017,27,-73.95462799,40.68066025
